time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),label
14.622656,-3.7073,2.2623,2.2598,4.896,WALKING
14.627638,-3.7814,2.2251,2.1681,4.894,WALKING
14.632414,-3.887,2.0995,2.1482,4.912,WALKING
14.63798,-4.0071,1.9386,2.0115,4.885,WALKING
14.64259,-4.1251,1.6755,1.9687,4.868,WALKING
14.64669,-4.2879,1.3929,1.7987,4.854,WALKING
14.651608,-4.4479,1.0574,1.7,4.878,WALKING
14.656356,-4.6308,0.7295,1.4533,4.908,WALKING
14.660969,-4.8175,0.4364,1.2276,4.991,WALKING
14.665517,-5.0109,0.1679,0.9931,5.111,WALKING
14.674743,-5.195,-0.0927,0.7063,5.244,WALKING
14.676188,-5.3447,-0.3044,0.5296,5.379,WALKING
14.680285,-5.4118,-0.4566,0.3955,5.445,WALKING
14.684563,-5.5526,-0.6354,0.1139,5.59,WALKING
14.698278,-5.7246,-0.8591,-0.0688,5.789,WALKING
14.69963,-5.8112,-0.9329,-0.1145,5.887,WALKING
14.704561,-5.8269,-0.9814,-0.0864,5.91,WALKING
14.709646,-5.8396,-1.0094,-0.0564,5.926,WALKING
14.713377,-5.8922,-1.0009,0.0096,5.977,WALKING
14.71881,-5.9351,-0.9852,0.0629,6.017,WALKING
14.722831,-6.0159,-0.9796,0.114,6.096,WALKING
14.728089,-6.0535,-0.9134,0.1467,6.124,WALKING
14.732809,-6.2035,-0.8167,0.1906,6.26,WALKING
14.740021,-6.357,-0.7194,0.1843,6.4,WALKING
14.743619,-6.5358,-0.5762,0.1725,6.563,WALKING
14.746901,-6.7029,-0.4155,0.1325,6.717,WALKING
14.751566,-6.8518,-0.2299,0.0997,6.856,WALKING
14.757893,-6.9723,-0.0663,-0.0084,6.973,WALKING
14.761335,-6.965,0.1074,-0.0359,6.966,WALKING
14.76601,-6.8532,0.2568,-0.1405,6.859,WALKING
14.780065,-6.6556,0.3968,-0.2546,6.672,WALKING
14.781239,-6.3855,0.4983,-0.3339,6.414,WALKING
14.78179,-6.0211,0.5687,-0.528,6.071,WALKING
14.785097,-5.6192,0.596,-0.6273,5.685,WALKING
14.789342,-5.1334,0.5991,-0.9012,5.246,WALKING
14.794723,-4.6111,0.5757,-1.0866,4.772,WALKING
14.799252,-4.0541,0.5519,-1.4332,4.335,WALKING
14.804579,-3.3797,0.4657,-1.6073,3.771,WALKING
14.809364,-2.6949,0.3769,-2.1348,3.459,WALKING
14.81365,-1.8871,0.2183,-2.384,3.048,WALKING
14.819018,-0.9894,0.0877,-2.9139,3.078,WALKING
14.82325,0.0577,-0.0846,-3.3476,3.349,WALKING
14.828062,1.1807,-0.3291,-3.6682,3.868,WALKING
14.832542,2.2963,-0.4737,-4.1703,4.784,WALKING
14.837851,3.1453,-0.7822,-4.6457,5.665,WALKING
14.84274,3.8282,-1.1923,-4.9539,6.373,WALKING
14.847178,4.6841,-1.5946,-5.0726,7.086,WALKING
14.852097,5.6632,-2.0789,-5.2309,7.985,WALKING
14.857232,6.5808,-2.4477,-5.3674,8.838,WALKING
14.861345,7.7173,-2.9338,-5.7203,10.044,WALKING
14.866103,8.7999,-3.3353,-5.6649,10.984,WALKING
14.874256,9.6908,-3.6916,-5.7987,11.881,WALKING
14.876334,11.0576,-4.0207,-5.9998,13.207,WALKING
14.909481,12.3633,-4.0723,-6.2133,14.424,WALKING
14.911321,13.3495,-4.2639,-7.0794,15.701,WALKING
14.912197,13.8787,-4.4601,-8.1807,16.716,WALKING
14.913011,12.6029,-4.5824,-8.0477,15.64,WALKING
14.91382,11.2443,-4.872,-6.9974,14.112,WALKING
14.914846,9.415,-4.9544,-5.4908,11.972,WALKING
14.915421,7.9288,-4.6914,-4.3778,10.2,WALKING
14.916035,6.6853,-4.2971,-3.7061,8.769,WALKING
14.91894,5.6422,-3.9366,-2.6386,7.368,WALKING
14.927127,4.6299,-3.7359,-1.5015,6.136,WALKING
14.928202,3.6732,-3.6993,0.1814,5.216,WALKING
14.939456,3.1616,-3.6463,3.1623,5.77,WALKING
14.94344,3.3687,-3.3375,4.3861,6.459,WALKING
14.947414,3.4116,-2.9286,5.4504,7.066,WALKING
14.952219,3.3114,-2.2942,6.4131,7.573,WALKING
14.958023,2.9933,-1.6425,7.1973,7.966,WALKING
14.961557,2.6079,-0.9477,7.886,8.36,WALKING
14.966348,2.0881,-0.3526,8.3582,8.622,WALKING
14.979628,1.4924,0.251,8.7668,8.896,WALKING
14.98088,0.7943,0.7797,8.9382,9.007,WALKING
14.981507,0.059,1.2965,8.806,8.901,WALKING
14.98516,-0.7612,1.769,8.4615,8.678,WALKING
14.990027,-1.5837,2.1477,8.0068,8.44,WALKING
14.995082,-2.4095,2.4753,7.5262,8.281,WALKING
14.999869,-3.1816,2.7982,6.8195,8.029,WALKING
15.004965,-3.9265,3.0039,6.0572,7.819,WALKING
15.009062,-4.6403,3.1324,5.1445,7.603,WALKING
15.014028,-5.3157,3.2949,4.3491,7.618,WALKING
15.018967,-5.9215,3.331,3.4296,7.611,WALKING
15.023337,-6.5223,3.3841,2.0643,7.632,WALKING
15.02837,-7.0411,3.5287,0.7403,7.911,WALKING
15.032807,-7.3789,3.724,-0.6468,8.291,WALKING
15.039861,-7.3912,3.9385,-1.9665,8.603,WALKING
15.042455,-7.1061,4.1779,-3.2009,8.843,WALKING
15.047613,-6.3105,4.2397,-3.9804,8.581,WALKING
15.052104,-5.2895,3.9852,-4.5307,8.024,WALKING
15.057826,-4.1605,3.6289,-4.4261,7.076,WALKING
15.061882,-3.1453,3.2101,-3.9515,5.984,WALKING
15.066496,-1.9234,2.6722,-3.4594,4.776,WALKING
15.080478,-0.7582,2.1223,-3.0942,3.828,WALKING
15.081665,0.2009,1.577,-2.6883,3.123,WALKING
15.082196,1.0727,0.9847,-2.048,2.513,WALKING
15.085799,1.7205,0.354,-1.6547,2.413,WALKING
15.090465,2.2206,-0.2669,-1.2717,2.573,WALKING
15.095408,2.5318,-0.7907,-0.8821,2.795,WALKING
15.100051,2.7451,-1.3251,-0.3169,3.065,WALKING
15.104819,2.9842,-1.8408,-0.15,3.51,WALKING
15.109461,3.1095,-2.2759,0.3063,3.866,WALKING
15.114945,3.1202,-2.5942,0.4095,4.078,WALKING
15.11926,3.2907,-3.0407,0.5904,4.519,WALKING
15.123703,3.2742,-3.3123,0.691,4.708,WALKING
15.129088,3.0029,-3.4008,0.6525,4.583,WALKING
15.13335,2.7609,-3.4513,0.483,4.446,WALKING
15.138166,2.5346,-3.1921,0.2546,4.084,WALKING
15.142709,1.8038,-2.5629,-0.1904,3.14,WALKING
15.148019,0.9193,-1.8512,-0.5769,2.146,WALKING
15.151995,-0.0073,-1.1407,-0.7727,1.378,WALKING
15.159391,-0.9089,-0.4969,-0.9079,1.377,WALKING
15.16225,-1.7001,0.0386,-0.8588,1.905,WALKING
15.166995,-2.257,0.478,-0.6643,2.401,WALKING
15.181107,-2.6737,0.8153,-0.3144,2.813,WALKING
15.182266,-2.9632,1.0637,0.0138,3.148,WALKING
15.18288,-3.1486,1.2225,0.3794,3.399,WALKING
15.18621,-3.1727,1.2916,0.7974,3.517,WALKING
15.190568,-3.2906,1.435,1.0828,3.75,WALKING
15.195511,-3.406,1.5438,1.3007,3.959,WALKING
15.200138,-3.521,1.6779,1.4877,4.174,WALKING
15.205165,-3.6116,1.7793,1.5671,4.32,WALKING
15.21032,-3.7452,1.8627,1.5534,4.462,WALKING
15.214864,-3.8516,1.9393,1.4184,4.54,WALKING
15.219257,-4.0121,2.0247,1.2621,4.668,WALKING
15.224204,-4.1817,2.0983,0.831,4.752,WALKING
15.229365,-4.3575,2.1549,0.3312,4.872,WALKING
15.233667,-4.5533,2.2114,-0.2396,5.068,WALKING
15.238346,-4.6324,2.1105,-0.7135,5.14,WALKING
15.243137,-4.4153,1.9282,-1.1956,4.964,WALKING
15.248001,-3.9453,1.6992,-1.6165,4.59,WALKING
15.25232,-3.3047,1.5038,-2.0768,4.183,WALKING
15.258262,-2.5693,1.3378,-2.4137,3.771,WALKING
15.262824,-1.7616,1.1737,-2.7296,3.454,WALKING
15.267783,-0.9509,1.0564,-2.9882,3.309,WALKING
15.280564,-0.2189,0.9445,-3.0498,3.2,WALKING
15.281807,0.4613,0.9471,-3.2119,3.38,WALKING
15.2823,1.046,0.9617,-3.2205,3.52,WALKING
15.286609,1.5119,0.9921,-3.1037,3.592,WALKING
15.290657,1.8415,1.0191,-2.9307,3.608,WALKING
15.296346,2.1564,1.1484,-2.6339,3.593,WALKING
15.300854,2.3296,1.1979,-2.1821,3.409,WALKING
15.305019,2.5646,1.1591,-1.9451,3.421,WALKING
15.310091,2.6537,1.1055,-1.5511,3.267,WALKING
15.315726,2.7194,1.0323,-1.2221,3.155,WALKING
15.32009,2.7179,0.8777,-0.867,2.985,WALKING
15.324492,2.6222,0.6345,-0.5611,2.756,WALKING
15.329208,2.4703,0.337,-0.2983,2.511,WALKING
15.33377,2.3198,0.0435,-0.2762,2.337,WALKING
15.338735,2.1585,-0.2386,-0.3336,2.197,WALKING
15.343608,1.9868,-0.4829,-0.5046,2.106,WALKING
15.348244,1.8724,-0.6379,-0.7123,2.102,WALKING
15.358319,1.736,-0.6091,-1.02,2.104,WALKING
15.362858,1.6918,-0.3127,-1.123,2.055,WALKING
15.367182,1.7312,0.2257,-1.2736,2.161,WALKING
15.380388,1.9327,0.9349,-1.4391,2.585,WALKING
15.381292,2.3712,1.6904,-1.5948,3.32,WALKING
15.382749,2.8681,2.3874,-1.6699,4.088,WALKING
15.386134,3.3195,2.9445,-1.6398,4.731,WALKING
15.394033,3.7106,3.4269,-1.4778,5.263,WALKING
15.396461,4.0249,3.834,-1.1582,5.678,WALKING
15.400713,4.3563,4.145,-0.8532,6.073,WALKING
15.405259,4.6862,4.3341,-0.4087,6.396,WALKING
15.409892,5.0389,4.4334,-0.0131,6.712,WALKING
15.415324,5.3764,4.4222,0.5395,6.982,WALKING
15.419681,5.7057,4.3937,1.1542,7.293,WALKING
15.424404,6.0018,4.2989,1.79,7.596,WALKING
15.429439,6.274,4.1523,2.2426,7.851,WALKING
15.434083,6.4552,4.0061,2.5059,8.0,WALKING
15.439157,6.6354,3.84,2.6706,8.118,WALKING
15.443936,6.8144,3.6419,2.6812,8.178,WALKING
15.448554,6.8799,3.3543,2.6578,8.102,WALKING
15.453052,7.0309,2.9255,2.3995,7.984,WALKING
15.458587,6.9443,2.3225,2.1017,7.618,WALKING
15.463373,6.5508,1.4924,1.664,6.922,WALKING
15.468289,6.0175,0.6641,1.1272,6.158,WALKING
15.479815,5.3973,-0.0599,0.543,5.425,WALKING
15.481056,4.653,-0.8374,0.0556,4.728,WALKING
15.481899,4.0049,-1.4103,-0.5756,4.285,WALKING
15.486288,3.3223,-1.9333,-1.1722,4.019,WALKING
15.491623,2.5904,-2.3532,-1.807,3.939,WALKING
15.496165,2.0576,-2.7976,-1.8967,3.957,WALKING
15.501233,1.4008,-3.2241,-1.9807,4.035,WALKING
15.505463,0.9255,-3.5667,-1.9663,4.177,WALKING
15.510477,0.5956,-3.8251,-2.0444,4.378,WALKING
15.515796,0.1493,-4.2707,-1.7179,4.606,WALKING
15.519942,-0.1111,-4.6292,-1.6533,4.917,WALKING
15.524757,-0.2987,-4.9488,-1.5401,5.192,WALKING
15.529536,-0.3332,-5.1954,-1.3875,5.388,WALKING
15.534194,-0.3727,-5.6297,-1.1294,5.754,WALKING
15.539317,-0.0854,-5.8525,-0.761,5.902,WALKING
15.54373,0.3031,-6.0053,-0.2714,6.019,WALKING
15.550131,0.8326,-6.1236,0.2043,6.183,WALKING
15.558013,1.6618,-6.1597,0.6385,6.412,WALKING
15.559389,2.3428,-6.0042,1.0603,6.532,WALKING
15.564276,2.8171,-5.7062,1.571,6.555,WALKING
15.567697,3.2665,-5.4029,1.8993,6.593,WALKING
15.580785,3.6199,-5.054,2.0799,6.555,WALKING
15.58195,3.5149,-4.5611,2.0049,6.097,WALKING
15.582642,3.0682,-3.9916,1.8819,5.375,WALKING
15.58812,2.4263,-3.4678,1.4109,4.461,WALKING
15.592095,1.7171,-2.9738,1.0139,3.581,WALKING
15.596538,1.0575,-2.5632,0.9818,2.941,WALKING
15.601589,0.5648,-2.1232,1.0644,2.441,WALKING
15.605817,0.063,-1.607,1.0238,1.906,WALKING
15.612159,-0.2731,-1.1646,1.166,1.671,WALKING
15.615564000000001,-0.5538,-0.6746,1.2932,1.56,WALKING
15.620096,-0.7733,-0.2565,1.5966,1.793,WALKING
15.624764,-1.0455,0.2297,1.8128,2.105,WALKING
15.629821,-1.2914,0.6297,2.0995,2.544,WALKING
15.634168,-1.5035,1.039,2.3372,2.967,WALKING
15.639145,-1.7565,1.4581,2.4891,3.377,WALKING
15.643977,-1.946,1.767,2.7637,3.814,WALKING
15.648791,-2.1592,2.0321,2.9409,4.176,WALKING
15.653112,-2.3268,2.2673,3.0256,4.439,WALKING
15.659335,-2.5795,2.4682,3.1885,4.787,WALKING
15.663258,-2.7484,2.6232,3.273,5.015,WALKING
15.667716,-2.8594,2.705,3.1011,5.011,WALKING
15.674119,-3.022,2.7862,3.328,5.289,WALKING
15.677507,-3.3365,2.7968,3.2189,5.414,WALKING
15.682166,-3.4952,2.712,3.1513,5.432,WALKING
15.687073,-3.7301,2.5723,3.0788,5.478,WALKING
15.699054,-3.9664,2.3805,2.7935,5.404,WALKING
15.700168,-4.2127,2.0503,2.7495,5.432,WALKING
15.70304,-4.4963,1.7689,2.4282,5.408,WALKING
15.70591,-4.762,1.4481,2.1766,5.432,WALKING
15.710786,-5.007,1.1252,1.7924,5.436,WALKING
15.716566,-5.2352,0.8179,1.4082,5.483,WALKING
15.721161,-5.4297,0.5381,1.0388,5.554,WALKING
15.725061,-5.6066,0.2509,0.7158,5.658,WALKING
15.729702,-5.733,0.0103,0.3947,5.747,WALKING
15.734867,-5.8883,-0.2121,0.1045,5.893,WALKING
15.740346,-6.0082,-0.4069,-0.0774,6.022,WALKING
15.744361,-6.079,-0.5663,-0.2525,6.111,WALKING
15.749155,-6.1142,-0.7282,-0.3111,6.165,WALKING
15.757988,-6.131,-0.8176,-0.251,6.19,WALKING
15.759708,-6.1317,-0.9145,-0.1897,6.202,WALKING
15.763861,-6.1363,-0.9581,-0.1101,6.212,WALKING
15.767994,-6.1093,-1.0134,0.0335,6.193,WALKING
15.781431,-6.0861,-1.0682,0.2966,6.186,WALKING
15.78283,-6.0771,-1.0893,0.4574,6.191,WALKING
15.788235,-6.1808,-1.0813,0.5823,6.302,WALKING
15.793941,-6.2373,-1.0176,0.6863,6.357,WALKING
15.79682,-6.3063,-0.9427,0.773,6.423,WALKING
15.801718,-6.4354,-0.8787,0.7771,6.541,WALKING
15.80656,-6.4743,-0.8188,0.7978,6.575,WALKING
15.81104,-6.4454,-0.725,0.7839,6.533,WALKING
15.816607,-6.4083,-0.6426,0.5976,6.468,WALKING
15.823046,-6.2309,-0.5679,0.4881,6.276,WALKING
15.825376,-5.9602,-0.498,0.3404,5.991,WALKING
15.830525,-5.6364,-0.4424,0.1208,5.655,WALKING
15.835289,-5.2095,-0.4177,-0.1388,5.228,WALKING
15.839399,-4.8684,-0.4528,-0.7498,4.947,WALKING
15.844461,-4.3557,-0.4727,-1.152,4.53,WALKING
15.849156,-3.8026,-0.5502,-1.704,4.203,WALKING
15.85462,-3.0964,-0.577,-2.1413,3.809,WALKING
15.858724,-2.1999,-0.6636,-2.543,3.427,WALKING
15.863307,-1.2165,-0.727,-2.9509,3.274,WALKING
15.867803,-0.1865,-0.7818,-3.3759,3.47,WALKING
15.873978,0.7765,-0.8906,-3.8765,4.053,WALKING
15.878604,1.3737,-1.098,-4.2395,4.59,WALKING
15.88231,2.1999,-1.4475,-4.4684,5.187,WALKING
15.899586,2.9887,-1.7884,-4.4477,5.649,WALKING
15.900298,4.0654,-2.2118,-4.7595,6.639,WALKING
15.900654,5.309,-2.5668,-4.8222,7.618,WALKING
15.901958,6.5433,-2.981,-5.1166,8.825,WALKING
15.905919,7.9984,-3.5035,-5.3596,10.246,WALKING
15.911082,9.2357,-3.7597,-5.2599,11.274,WALKING
15.915625,10.7024,-4.1492,-5.4035,12.687,WALKING
15.922287,12.3447,-4.3278,-5.2348,14.09,WALKING
15.925906,13.3837,-4.3091,-5.0276,14.932,WALKING
15.930087,13.6329,-3.9785,-4.8193,14.997,WALKING
15.935193,13.0905,-3.2828,-5.0265,14.401,WALKING
15.941702,11.7822,-2.6755,-5.5147,13.281,WALKING
15.944646,10.0888,-2.4699,-5.9802,11.985,WALKING
15.949459,8.1369,-2.5564,-5.8404,10.337,WALKING
15.957472,5.8245,-2.6581,-4.9392,8.086,WALKING
15.959164,3.5048,-2.5217,-3.891,5.812,WALKING
15.964032,1.365,-2.065,-2.9449,3.847,WALKING
15.968324,-0.0368,-1.4228,-1.9543,2.418,WALKING
15.979947,-0.8289,-0.7691,-0.9568,1.481,WALKING
15.981061,-1.2954,-0.5014,0.329,1.427,WALKING
15.982898,-1.5651,-0.625,1.75,2.43,WALKING
15.987857,-1.469,-0.9932,3.0256,3.507,WALKING
15.993508,-0.6382,-1.343,4.2494,4.502,WALKING
15.997154,0.4357,-1.6676,5.3811,5.65,WALKING
16.001965,1.4814,-1.8917,6.4403,6.874,WALKING
16.010507,2.2015,-1.8045,7.2757,7.813,WALKING
16.011907,2.5836,-1.6118,8.038,8.595,WALKING
16.01698,2.7648,-1.185,8.5752,9.087,WALKING
16.023751,2.7784,-0.8124,9.0088,9.462,WALKING
16.025499,2.624,-0.3753,9.2158,9.589,WALKING
16.030653,2.2456,0.1093,9.2531,9.522,WALKING
16.035891,1.7013,0.5245,9.0999,9.272,WALKING
16.041597,1.0068,0.9164,8.7475,8.853,WALKING
16.044716,0.2533,1.2206,8.1308,8.226,WALKING
16.049893,-0.6001,1.4396,7.2631,7.429,WALKING
16.057461,-1.4568,1.6257,6.379,6.742,WALKING
16.059671,-2.3979,1.7057,5.323,6.082,WALKING
16.064104,-3.3989,1.709,4.1708,5.645,WALKING
16.068536,-4.3565,1.7543,3.0689,5.61,WALKING
16.079651,-5.1116,1.6614,1.7522,5.653,WALKING
16.080688,-5.5761,1.6829,0.5793,5.853,WALKING
16.083058,-5.7714,1.7253,-0.7337,6.068,WALKING
16.087965,-5.3848,1.7843,-1.8227,5.958,WALKING
16.092362,-4.4358,1.8547,-2.5814,5.457,WALKING
16.097162,-3.217,1.9427,-3.3001,5.001,WALKING
16.102442,-1.6028,1.9717,-3.6317,4.432,WALKING
16.107083,0.2019,1.924,-3.6479,4.129,WALKING
16.111827,1.8375,1.7847,-3.4914,4.33,WALKING
16.116613,3.3442,1.5941,-3.0548,4.802,WALKING
16.123555,4.6083,1.2897,-2.2964,5.308,WALKING
16.126139,5.4916,0.9177,-1.4957,5.765,WALKING
16.131169,6.0043,0.4445,-0.767,6.069,WALKING
16.135873,6.2328,-0.0307,-0.0598,6.233,WALKING
16.140211,6.2254,-0.6038,0.5138,6.276,WALKING
16.145801,5.9593,-1.1178,0.8088,6.117,WALKING
16.149698,5.5314,-1.6049,0.9881,5.844,WALKING
16.155747,4.8531,-2.0317,1.0258,5.36,WALKING
16.159644,3.8539,-2.1885,0.834,4.51,WALKING
16.164226,2.6533,-2.0041,0.4265,3.352,WALKING
16.168938,1.3714,-1.6626,-0.0434,2.156,WALKING
16.174682,0.1574,-1.2438,-0.515,1.355,WALKING
16.179004,-0.9954,-0.7664,-0.8755,1.531,WALKING
16.183484,-1.8648,-0.1671,-1.2135,2.231,WALKING
16.201462,-2.6264,0.4016,-1.3868,2.997,WALKING
16.202684,-3.4822,1.4133,-1.2125,3.949,WALKING
16.203379,-3.5976,1.7242,-0.9103,4.092,WALKING
16.2074,-3.5258,1.9464,-0.6039,4.072,WALKING
16.21199,-3.552,2.185,-0.1763,4.174,WALKING
16.216874,-3.4781,2.4183,0.3767,4.253,WALKING
16.223244,-3.3909,2.5738,0.732,4.32,WALKING
16.226028,-3.3482,2.6898,1.0998,4.433,WALKING
16.23127,-3.263,2.7506,1.3552,4.478,WALKING
16.236107,-3.4477,2.8828,1.7489,4.822,WALKING
16.242219,-3.4891,2.8758,1.9418,4.921,WALKING
16.245666,-3.6247,2.9048,2.0162,5.064,WALKING
16.249786,-3.849,2.8742,2.0765,5.233,WALKING
16.257502,-4.1086,2.811,2.0185,5.372,WALKING
16.260474,-4.4034,2.6906,1.8785,5.492,WALKING
16.264411,-4.6959,2.5627,1.4933,5.554,WALKING
16.268849,-4.9754,2.3978,1.0624,5.624,WALKING
16.281693,-5.2389,2.213,0.5289,5.712,WALKING
16.283023,-5.3912,1.9417,-0.0639,5.731,WALKING
16.283756,-5.2928,1.609,-0.5471,5.559,WALKING
16.288107,-4.914,1.2763,-1.0117,5.177,WALKING
16.292933,-4.2887,0.9666,-1.366,4.604,WALKING
16.298278,-3.5289,0.6729,-1.6929,3.971,WALKING
16.302708,-2.6816,0.418,-1.8673,3.294,WALKING
16.307385,-1.8723,0.1722,-1.8773,2.657,WALKING
16.31212,-1.0684,0.0809,-2.0552,2.318,WALKING
16.317044,-0.3952,0.0088,-1.9259,1.966,WALKING
16.321884,0.2891,0.121,-2.2258,2.248,WALKING
16.326353,0.87,0.266,-2.2617,2.438,WALKING
16.33191,1.3409,0.5037,-2.4425,2.832,WALKING
16.336037,1.7179,0.7696,-2.4392,3.081,WALKING
16.341853,2.0223,1.0268,-2.3529,3.268,WALKING
16.346575,2.2927,1.2725,-2.1087,3.365,WALKING
16.350512,2.5168,1.5211,-1.7808,3.438,WALKING
16.357996,2.6807,1.7355,-1.4412,3.504,WALKING
16.359916,2.8432,1.8806,-1.0564,3.569,WALKING
16.365068,2.9778,2.0385,-0.7593,3.688,WALKING
16.369143,3.1118,2.0428,-0.4821,3.753,WALKING
16.38569,3.1987,1.9909,-0.341,3.783,WALKING
16.3869,3.2086,1.7641,-0.2153,3.668,WALKING
16.387556,3.0826,1.4418,-0.2277,3.411,WALKING
16.388496,2.9204,1.1367,-0.4043,3.16,WALKING
16.393893,2.7672,0.8971,-0.6061,2.971,WALKING
16.39791,2.6459,0.8325,-0.7993,2.887,WALKING
16.402497,2.5331,0.9136,-0.9201,2.846,WALKING
16.410257,2.4309,1.1332,-0.9506,2.846,WALKING
16.412518,2.3369,1.5019,-0.8712,2.911,WALKING
16.417075,2.3091,1.9577,-0.733,3.115,WALKING
16.423331,2.3367,2.4982,-0.6184,3.476,WALKING
16.427098,2.4421,3.0366,-0.4718,3.925,WALKING
16.431336,2.5874,3.5384,-0.4469,4.406,WALKING
16.435982,2.7289,3.9671,-0.3072,4.825,WALKING
16.44269,2.872,4.2641,-0.2589,5.148,WALKING
16.44573,2.9734,4.4837,-0.3819,5.394,WALKING
16.450238,3.0118,4.7243,-0.3199,5.612,WALKING
16.456765,3.1071,4.8891,-0.133,5.794,WALKING
16.460116,3.4492,4.9318,-0.0601,6.019,WALKING
16.464869,3.916,4.6619,-0.1766,6.091,WALKING
16.469317,4.3565,4.5392,0.1903,6.294,WALKING
16.478781,4.7895,4.2096,0.5009,6.396,WALKING
16.480277,5.3255,3.7735,0.6142,6.556,WALKING
16.484138,5.7247,3.2596,0.7034,6.625,WALKING
16.497069,6.1568,2.6894,0.6738,6.752,WALKING
16.49846,6.5812,2.0365,0.6049,6.916,WALKING
16.499091,6.911,1.3597,0.5786,7.067,WALKING
16.503112,7.0468,0.6428,0.7015,7.111,WALKING
16.511213,7.0086,-0.0432,0.6742,7.041,WALKING
16.512514,6.7357,-0.6662,0.722,6.807,WALKING
16.517655,6.2979,-1.2909,0.7841,6.476,WALKING
16.523268,5.7165,-1.7387,0.7454,6.021,WALKING
16.531369,5.1255,-2.1988,0.5361,5.603,WALKING
16.532864,4.5349,-2.5054,0.3739,5.194,WALKING
16.53927,3.8306,-2.9614,0.169,4.845,WALKING
16.543442,3.2716,-3.2909,0.0845,4.641,WALKING
16.546,2.715,-3.6364,0.0202,4.538,WALKING
16.550928,2.3025,-3.9011,0.0439,4.53,WALKING
16.555776,1.7704,-4.2401,0.0151,4.595,WALKING
16.560437,1.3371,-4.672,0.1547,4.862,WALKING
16.565062,0.921,-5.0202,0.0455,5.104,WALKING
16.569706,0.5416,-5.3952,-0.0171,5.422,WALKING
16.576136,0.3663,-5.6783,-0.2259,5.695,WALKING
16.582739,0.0036,-5.7566,0.1159,5.758,WALKING
16.583951,0.0497,-6.0873,-0.0885,6.088,WALKING
16.598718,0.4435,-6.234,0.1174,6.251,WALKING
16.599968,1.1782,-6.272,-0.0974,6.382,WALKING
16.600595,2.0579,-5.9851,0.1817,6.332,WALKING
16.606452,2.7132,-5.571,0.4856,6.216,WALKING
16.611245,3.2713,-5.1401,0.7523,6.139,WALKING
16.617914,4.1953,-4.5334,0.6875,6.215,WALKING
16.622437,4.0809,-4.1614,0.7122,5.872,WALKING
16.628455,3.7307,-3.7708,0.7196,5.353,WALKING
16.632038,3.0897,-3.2901,0.2391,4.52,WALKING
16.637957,2.4653,-2.8404,0.0657,3.762,WALKING
16.64149,1.6881,-2.5256,0.1163,3.04,WALKING
16.646527,0.8853,-2.0849,0.266,2.281,WALKING
16.650857,0.1994,-1.7024,0.4705,1.777,WALKING
16.656404,-0.4275,-1.2763,0.6506,1.495,WALKING
16.660624,-0.9236,-0.8746,0.7806,1.492,WALKING
16.665204,-1.3597,-0.5145,1.1201,1.835,WALKING
16.669804,-1.74,-0.1585,1.4862,2.294,WALKING
16.676401,-2.0372,0.1722,1.8634,2.766,WALKING
16.6801,-2.2901,0.5284,2.2422,3.248,WALKING
16.684329,-2.4858,0.8362,2.5161,3.634,WALKING
16.697919,-2.6817,1.1042,2.8747,4.083,WALKING
16.699015,-2.8943,1.3868,3.0997,4.462,WALKING
16.699573,-3.0942,1.6564,3.4676,4.934,WALKING
16.704525,-3.243,1.8741,3.71,5.272,WALKING
16.708082,-3.4488,2.0266,3.7942,5.513,WALKING
16.713084,-3.5766,2.1608,3.937,5.741,WALKING
16.718299,-3.9381,2.3466,4.0701,6.13,WALKING
16.722664,-4.1826,2.3962,3.9879,6.256,WALKING
16.728261,-4.2656,2.3783,3.9702,6.294,WALKING
16.732732,-4.3849,2.4415,3.7861,6.287,WALKING
16.738007,-4.7704,2.4482,3.7115,6.521,WALKING
16.741645,-5.0681,2.3298,3.4828,6.576,WALKING
16.746689,-5.2259,2.2577,3.154,6.508,WALKING
16.751272,-5.4333,2.1604,2.8435,6.502,WALKING
16.756307,-5.7324,2.0071,2.3503,6.513,WALKING
16.76098,-5.9699,1.8462,2.0763,6.585,WALKING
16.765778,-6.2237,1.6218,1.6908,6.65,WALKING
16.774689,-6.4631,1.3703,1.3288,6.739,WALKING
16.776094,-6.6927,1.0981,1.0111,6.857,WALKING
16.780933,-6.8007,0.7912,0.6723,6.88,WALKING
16.784475,-6.918,0.5158,0.371,6.947,WALKING
16.801193,-6.987,0.2547,0.1114,6.993,WALKING
16.8023,-7.0847,-0.0109,-0.101,7.085,WALKING
16.803033,-7.0561,-0.2466,-0.2664,7.065,WALKING
16.80547,-7.0751,-0.4443,-0.4142,7.101,WALKING
16.808353,-7.0527,-0.6278,-0.5397,7.101,WALKING
16.813048,-6.9104,-0.7333,-0.5113,6.968,WALKING
16.818307,-6.7388,-0.7725,-0.461,6.799,WALKING
16.822782,-6.5037,-0.7573,-0.338,6.556,WALKING
16.828114,-6.2142,-0.7043,-0.1721,6.256,WALKING
16.832413,-5.9048,-0.6198,0.0564,5.938,WALKING
16.837992,-5.5998,-0.5405,0.2604,5.632,WALKING
16.841749,-5.332,-0.4372,0.4108,5.366,WALKING
16.847255,-5.066,-0.3609,0.5158,5.105,WALKING
16.851962,-4.7899,-0.2862,0.6118,4.837,WALKING
